Token,Lexeme,Form,Stem,Rule
δηλωσοίμην,lsj.n24342,forms.3116320000,verbstems.n24342,verbinfl.owfutopt2
δηλωθησοίμην,lsj.n24342,forms.3116330000,verbstems.n24342,verbinfl.owfutopt3
δηλώσοις,lsj.n24342,forms.3216310000,verbstems.n24342,verbinfl.owfutopt4
δηλώσοιο,lsj.n24342,forms.3216320000,verbstems.n24342,verbinfl.owfutopt5
δηλωθήσοιο,lsj.n24342,forms.3216330000,verbstems.n24342,verbinfl.owfutopt6
δήλωσοι,lsj.n24342,forms.3316310000,verbstems.n24342,verbinfl.owfutopt7
δηλώσοιτο,lsj.n24342,forms.3316320000,verbstems.n24342,verbinfl.owfutopt8
δηλωθήσοιτο,lsj.n24342,forms.3316330000,verbstems.n24342,verbinfl.owfutopt9
δηλώσοιμεν,lsj.n24342,forms.3136310000,verbstems.n24342,verbinfl.owfutopt10
δηλωσοίμεθα,lsj.n24342,forms.3136320000,verbstems.n24342,verbinfl.owfutopt11
δηλωθησοίμην,lsj.n24342,forms.3136330000,verbstems.n24342,verbinfl.owfutopt12
δηλώσοιτε,lsj.n24342,forms.3236310000,verbstems.n24342,verbinfl.owfutopt13
δηλώσοισθε,lsj.n24342,forms.3236320000,verbstems.n24342,verbinfl.owfutopt14
δηλωθήσοισθε,lsj.n24342,forms.3236330000,verbstems.n24342,verbinfl.owfutopt15
δηλώσοιεν,lsj.n24342,forms.3336310000,verbstems.n24342,verbinfl.owfutopt16
δηλώσοιντο,lsj.n24342,forms.3336320000,verbstems.n24342,verbinfl.owfutopt17
δηλωθήσοιντο,lsj.n24342,forms.3336330000,verbstems.n24342,verbinfl.owfutopt18
ἐδήλουν,lsj.n24342,forms.3112110000,verbstems.n24342,verbinfl.owimpft1
ἐδηλούμην,lsj.n24342,forms.3112120000,verbstems.n24342,verbinfl.owimpft2
ἐδηλούμην,lsj.n24342,forms.3112130000,verbstems.n24342,verbinfl.owimpft3
ἔδηλoις,lsj.n24342,forms.3212110000,verbstems.n24342,verbinfl.owimpft4
ἐδηλοῦ,lsj.n24342,forms.3212120000,verbstems.n24342,verbinfl.owimpft5
ἐδηλοῦ,lsj.n24342,forms.3212130000,verbstems.n24342,verbinfl.owimpft6
ἔδηλoυ,lsj.n24342,forms.3312110000,verbstems.n24342,verbinfl.owimpft7
ἐδηλoῦτο,lsj.n24342,forms.3312120000,verbstems.n24342,verbinfl.owimpft8
ἔδηλoτο,lsj.n24342,forms.3312130000,verbstems.n24342,verbinfl.owthird9
ἐδηλοῦμεν,lsj.n24342,forms.3132110000,verbstems.n24342,verbinfl.owimpft10
ἐδηλούμεθα,lsj.n24342,forms.3132120000,verbstems.n24342,verbinfl.owimpft11
ἐδηλούμεθα,lsj.n24342,forms.3132130000,verbstems.n24342,verbinfl.owimpft12
ἐδηλoῦτε,lsj.n24342,forms.3232110000,verbstems.n24342,verbinfl.owimpft13
ἐδηλoῦσθε,lsj.n24342,forms.3232120000,verbstems.n24342,verbinfl.owimpft14
ἐδηλoῦσθε,lsj.n24342,forms.3232130000,verbstems.n24342,verbinfl.owimpft15
ἐδήλουν,lsj.n24342,forms.3332110000,verbstems.n24342,verbinfl.owimpft16
ἐδηλοῦντο,lsj.n24342,forms.3332120000,verbstems.n24342,verbinfl.owimpft17
ἐδηλοῦντο,lsj.n24342,forms.3332130000,verbstems.n24342,verbinfl.owimpft18
δεδήλωκα,lsj.n24342,forms.3114110000,verbstems.n24342,verbinfl.owpft1
δεδήλωμαι,lsj.n24342,forms.3114120000,verbstems.n24342,verbinfl.owpft2
δεδήλωμαι,lsj.n24342,forms.3114130000,verbstems.n24342,verbinfl.owpft3
δεδήλωκας,lsj.n24342,forms.3214110000,verbstems.n24342,verbinfl.owpft4
δεδήλωσαι,lsj.n24342,forms.3214120000,verbstems.n24342,verbinfl.owpft5
δεδήλωσαι,lsj.n24342,forms.3214130000,verbstems.n24342,verbinfl.owpft6
δεδήλωκε,lsj.n24342,forms.3314110000,verbstems.n24342,verbinfl.owpft7
δεδήλωται,lsj.n24342,forms.3314120000,verbstems.n24342,verbinfl.owpft8
δεδήλωται,lsj.n24342,forms.3314130000,verbstems.n24342,verbinfl.owpft9
δεδηλώκαμεν,lsj.n24342,forms.3134110000,verbstems.n24342,verbinfl.owpft10
δεδηλώμεθα,lsj.n24342,forms.3134120000,verbstems.n24342,verbinfl.owpft11
δεδηλώμεθα,lsj.n24342,forms.3134130000,verbstems.n24342,verbinfl.owpft12
δεδηλώκατε,lsj.n24342,forms.3234110000,verbstems.n24342,verbinfl.owpft13
δεδήλωσθε,lsj.n24342,forms.3234120000,verbstems.n24342,verbinfl.owpft14
δεδήλωσθε,lsj.n24342,forms.3234130000,verbstems.n24342,verbinfl.owpft15
δεδηλώκασι,lsj.n24342,forms.3334110000,verbstems.n24342,verbinfl.owpft16
δεδηλώκασιν,lsj.n24342,forms.3334110000,verbstems.n24342,verbinfl.owpft16a
δεδήλωνται,lsj.n24342,forms.3334120000,verbstems.n24342,verbinfl.owpft17
δεδήλωνται,lsj.n24342,forms.3334130000,verbstems.n24342,verbinfl.owpft18
ἐδεδηλώκη,lsj.n24342,forms.3115110000,verbstems.n24342,verbinfl.owplupft1
ἐδεδηλώμην,lsj.n24342,forms.3115120000,verbstems.n24342,verbinfl.owplupft2
ἐδεδηλώμην,lsj.n24342,forms.3115130000,verbstems.n24342,verbinfl.owplupft3
ἐδεδηλώκης,lsj.n24342,forms.3215110000,verbstems.n24342,verbinfl.owplupft4
ἐδεδήλωσο,lsj.n24342,forms.3215120000,verbstems.n24342,verbinfl.owplupft5
ἐδεδήλωσο,lsj.n24342,forms.3215130000,verbstems.n24342,verbinfl.owplupft6
ἐδεδηλώκει,lsj.n24342,forms.3315110000,verbstems.n24342,verbinfl.owplupft7
ἐδεδήλωτο,lsj.n24342,forms.3315120000,verbstems.n24342,verbinfl.owplupft8
ἐδεδήλωτο,lsj.n24342,forms.3315130000,verbstems.n24342,verbinfl.owplupft9
ἐδεδηλώκεμεν,lsj.n24342,forms.3135110000,verbstems.n24342,verbinfl.owplupft10
ἐδεδηλώμεθα,lsj.n24342,forms.3135120000,verbstems.n24342,verbinfl.owplupft11
ἐδεδηλώμεθα,lsj.n24342,forms.3135130000,verbstems.n24342,verbinfl.owplupft12
ἐδεδηλώκετε,lsj.n24342,forms.3235110000,verbstems.n24342,verbinfl.owplupft13
ἐδεδήλωσθε,lsj.n24342,forms.3235120000,verbstems.n24342,verbinfl.owplupft14
ἐδεδήλωσθε,lsj.n24342,forms.3235130000,verbstems.n24342,verbinfl.owplupft15
ἐδεδηλώκεσαν,lsj.n24342,forms.3335110000,verbstems.n24342,verbinfl.owplupft16
ἐδεδήλωντο,lsj.n24342,forms.3335120000,verbstems.n24342,verbinfl.owplupft17
ἐδεδήλωντο,lsj.n24342,forms.3335130000,verbstems.n24342,verbinfl.owplupft18
δήλου,lsj.n24342,forms.3211410000,verbstems.n24342,verbinfl.owpresimp1
δηλούτω,lsj.n24342,forms.3311410000,verbstems.n24342,verbinfl.owpresimp2
δηλοῦτε,lsj.n24342,forms.3231410000,verbstems.n24342,verbinfl.owpresimp3
δηλούντων,lsj.n24342,forms.3331410000,verbstems.n24342,verbinfl.owpresimp4
δηλοῦ,lsj.n24342,forms.3211420000,verbstems.n24342,verbinfl.owpresimp5
δηλούσθω,lsj.n24342,forms.3311420000,verbstems.n24342,verbinfl.owpresimp6
δηλούσθε,lsj.n24342,forms.3231410000,verbstems.n24342,verbinfl.owpresimp7
δηλούσθων,lsj.n24342,forms.3331420000,verbstems.n24342,verbinfl.owpresimp8
δηλοῦ,lsj.n24342,forms.3211430000,verbstems.n24342,verbinfl.owpresimp9
δηλούσθω,lsj.n24342,forms.3311430000,verbstems.n24342,verbinfl.owpresimp10
δηλοῦσθε,lsj.n24342,forms.3231430000,verbstems.n24342,verbinfl.owpresimp11
δηλούσθων,lsj.n24342,forms.3331430000,verbstems.n24342,verbinfl.owpresimp12
δηλῶ,lsj.n24342,forms.3111110000,verbstems.n24342,verbinfl.owpresindic1
δηλοῦμαι,lsj.n24342,forms.3111120000,verbstems.n24342,verbinfl.owpresindic2
δηλοῦμαι,lsj.n24342,forms.3111130000,verbstems.n24342,verbinfl.owpresindic3
δηλοῖς,lsj.n24342,forms.3211110000,verbstems.n24342,verbinfl.owpresindic4
δηλοῖ,lsj.n24342,forms.3211120000,verbstems.n24342,verbinfl.owpresindic5
δηλοῖ,lsj.n24342,forms.3211130000,verbstems.n24342,verbinfl.owpresindic5
δηλοῖ,lsj.n24342,forms.3311110000,verbstems.n24342,verbinfl.owpresindic7
δηλοῦται,lsj.n24342,forms.3311120000,verbstems.n24342,verbinfl.owpresindic8
δηλοῦται,lsj.n24342,forms.3311130000,verbstems.n24342,verbinfl.owpresindic9
δηλοῦμεν,lsj.n24342,forms.3131110000,verbstems.n24342,verbinfl.owpresindic10
δηλούμεθα,lsj.n24342,forms.3131120000,verbstems.n24342,verbinfl.owpresindic11
δηλούμεθα,lsj.n24342,forms.3131130000,verbstems.n24342,verbinfl.owpresindic12
δηλοῦτε,lsj.n24342,forms.3231110000,verbstems.n24342,verbinfl.owpresindic13
δηλοῦσθε,lsj.n24342,forms.3231120000,verbstems.n24342,verbinfl.owpresindic14
δηλοῦσθε,lsj.n24342,forms.3231130000,verbstems.n24342,verbinfl.owpresindic15
δηλοῦσι,lsj.n24342,forms.3331110000,verbstems.n24342,verbinfl.owpresindic16
δηλοῦσιν,lsj.n24342,forms.3331110000,verbstems.n24342,verbinfl.owpresindic16a
δηλοῦνται,lsj.n24342,forms.3331120000,verbstems.n24342,verbinfl.owpresindic17
δηλοῦνται,lsj.n24342,forms.3331130000,verbstems.n24342,verbinfl.owpresindic18
δηλοίην,lsj.n24342,forms.3111310000,verbstems.n24342,verbinfl.owpresopt1
δηλοίμην,lsj.n24342,forms.3111320000,verbstems.n24342,verbinfl.owpresopt2
δηλοίμην,lsj.n24342,forms.3111330000,verbstems.n24342,verbinfl.owpresopt3
δηλοίης,lsj.n24342,forms.3211310000,verbstems.n24342,verbinfl.owpresopt4
δηλοῖο,lsj.n24342,forms.3211320000,verbstems.n24342,verbinfl.owpresopt5
δηλοῖο,lsj.n24342,forms.3211330000,verbstems.n24342,verbinfl.owpresopt6
δηλοίη,lsj.n24342,forms.3311310000,verbstems.n24342,verbinfl.owpresopt7
δηλοῖτο,lsj.n24342,forms.3311320000,verbstems.n24342,verbinfl.owpresopt8
δηλοῖτο,lsj.n24342,forms.3311330000,verbstems.n24342,verbinfl.owpresopt9
δηλοῖμεν,lsj.n24342,forms.3131310000,verbstems.n24342,verbinfl.owpresopt10
δηλοῖμεθα,lsj.n24342,forms.3131320000,verbstems.n24342,verbinfl.owpresopt11
δηλοῖμεθα,lsj.n24342,forms.3131330000,verbstems.n24342,verbinfl.owpresopt12
δηλοῖτε,lsj.n24342,forms.3231310000,verbstems.n24342,verbinfl.owpresopt13
δηλοῖσθε,lsj.n24342,forms.3231320000,verbstems.n24342,verbinfl.owpresopt14
δηλοῖσθε,lsj.n24342,forms.3231330000,verbstems.n24342,verbinfl.owpresopt15
δηλοῖεν,lsj.n24342,forms.3331310000,verbstems.n24342,verbinfl.owpresopt16
δηλοῖντο,lsj.n24342,forms.3331320000,verbstems.n24342,verbinfl.owpresopt17
δηλοῖντο,lsj.n24342,forms.3331330000,verbstems.n24342,verbinfl.owpresopt18
δηλῶ,lsj.n24342,forms.3111210000,verbstems.n24342,verbinfl.owpressubj1
δηλοῦμαι,lsj.n24342,forms.3111220000,verbstems.n24342,verbinfl.owpressubj2
δηλοῦμαι,lsj.n24342,forms.3111230000,verbstems.n24342,verbinfl.owpressubj3
δηλοῖς,lsj.n24342,forms.3211210000,verbstems.n24342,verbinfl.owpressubj4
δηλοῖ,lsj.n24342,forms.3211220000,verbstems.n24342,verbinfl.owpressubj5
δηλοῖ,lsj.n24342,forms.3211230000,verbstems.n24342,verbinfl.owpressubj6
δηλοῖ,lsj.n24342,forms.3311210000,verbstems.n24342,verbinfl.owpressubj7
δηλοῦται,lsj.n24342,forms.3311220000,verbstems.n24342,verbinfl.owpressubj8
δηλοῦται,lsj.n24342,forms.3311230000,verbstems.n24342,verbinfl.owpressubj9
δηλοῦμεν,lsj.n24342,forms.3131210000,verbstems.n24342,verbinfl.owpressubj10
δηλούμεθα,lsj.n24342,forms.3131220000,verbstems.n24342,verbinfl.owpressubj11
δηλούμεθα,lsj.n24342,forms.3131230000,verbstems.n24342,verbinfl.owpressubj12
δηλοῦτε,lsj.n24342,forms.3231210000,verbstems.n24342,verbinfl.owpressubj13
δηλοῦσθε,lsj.n24342,forms.3231220000,verbstems.n24342,verbinfl.owpressubj14
δηλοῦσθε,lsj.n24342,forms.3231230000,verbstems.n24342,verbinfl.owpressubj15
δηλοῦσι,lsj.n24342,forms.3331210000,verbstems.n24342,verbinfl.owpressubj16
δηλοῦσιν,lsj.n24342,forms.3331210000,verbstems.n24342,verbinfl.owpressubj16α
δηλοῦνται,lsj.n24342,forms.3331220000,verbstems.n24342,verbinfl.owpressubj17
δηλοῦνται,lsj.n24342,forms.3331230000,verbstems.n24342,verbinfl.owpressubj18
δηλοῦν,lsj.n24342,forms.4001010000,verbstems.n24342,infinfl.ow1
δηλοῦσθαι,lsj.n24342,forms.4001020000,verbstems.n24342,infinfl.ow2
δηλοῦσθαι,lsj.n24342,forms.4001030000,verbstems.n24342,infinfl.ow3
δηλώσειν,lsj.n24342,forms.4006010000,verbstems.n24342,infinfl.ow4
δηλώσεσθαι,lsj.n24342,forms.4006020000,verbstems.n24342,infinfl.ow5
δηλώθεσθαι,lsj.n24342,forms.4006030000,verbstems.n24342,infinfl.ow6
δηλῶσαι,lsj.n24342,forms.4003010000,verbstems.n24342,infinfl.ow4
δηλώσασθαι,lsj.n24342,forms.4003020000,verbstems.n24342,infinfl.ow5
δήλωθαι,lsj.n24342,forms.4003030000,verbstems.n24342,infinfl.ow6
δεδηλωκέναι,lsj.n24342,forms.4004010000,verbstems.n24342,infinfl.ow7
δήλωσας,lsj.n24342,forms.5013011100,verbstems.n24342,ptcplinfl.owaoract1
δηλώσαντος,lsj.n24342,forms.5013011200,verbstems.n24342,ptcplinfl.owaoract2
δηλώσαντι,lsj.n24342,forms.5013011300,verbstems.n24342,ptcplinfl.owaoract3
δηλώσαντα,lsj.n24342,forms.5013011400,verbstems.n24342,ptcplinfl.owaoract4
δηλώσαντες,lsj.n24342,forms.5033011100,verbstems.n24342,ptcplinfl.owaoract6
δηλωσάντων,lsj.n24342,forms.5033011200,verbstems.n24342,ptcplinfl.owaoract7
δηλωσάντοις,lsj.n24342,forms.5033011300,verbstems.n24342,ptcplinfl.owaoract8
δηλώσαντας,lsj.n24342,forms.5033011400,verbstems.n24342,ptcplinfl.owaoract9
δήλωσαν,lsj.n24342,forms.5013013100,verbstems.n24342,ptcplinfl.owaoract1n
δηλώσαντος,lsj.n24342,forms.5013013200,verbstems.n24342,ptcplinfl.owaoract2n
δηλώσαντι,lsj.n24342,forms.5013013300,verbstems.n24342,ptcplinfl.owaoract3n
δήλωσαν,lsj.n24342,forms.5013013400,verbstems.n24342,ptcplinfl.owaoract4n
δηλώσαντα,lsj.n24342,forms.5033013100,verbstems.n24342,ptcplinfl.owaoract6n
δηλωσάντων,lsj.n24342,forms.5033013200,verbstems.n24342,ptcplinfl.owaoract7n
δηλωσάντοις,lsj.n24342,forms.5033013300,verbstems.n24342,ptcplinfl.owaoract8n
δηλώσαντα,lsj.n24342,forms.5033013400,verbstems.n24342,ptcplinfl.owaoract9n
δηλώσασα,lsj.n24342,forms.5013012100,verbstems.n24342,ptcplinfl.owaoract1f
δηλωσάσης,lsj.n24342,forms.5013012200,verbstems.n24342,ptcplinfl.owaoract2f
δηλωσάσῃ,lsj.n24342,forms.5013012300,verbstems.n24342,ptcplinfl.owaoract3f
δηλώσασαν,lsj.n24342,forms.5013012400,verbstems.n24342,ptcplinfl.owaoract4f
δηλώσασαι,lsj.n24342,forms.5033012100,verbstems.n24342,ptcplinfl.owaoract6f
δηλωσάσων,lsj.n24342,forms.5033012200,verbstems.n24342,ptcplinfl.owaoract7f
δηλωσάσαις,lsj.n24342,forms.5033012300,verbstems.n24342,ptcplinfl.owaoract8f
δηλωσάσας,lsj.n24342,forms.5033012400,verbstems.n24342,ptcplinfl.owaoract9f
δηλωσάμενος,lsj.n24342,forms.5013021100,verbstems.n24342,ptcplinfl.owaormid1
δηλωσαμένου,lsj.n24342,forms.5013021200,verbstems.n24342,ptcplinfl.owaormid2
δηλωσαμένῳ,lsj.n24342,forms.5013021300,verbstems.n24342,ptcplinfl.owaormid3
δηλωσάμενον,lsj.n24342,forms.5013021400,verbstems.n24342,ptcplinfl.owaormid4
δηλωσάμενοι,lsj.n24342,forms.5033021100,verbstems.n24342,ptcplinfl.owaormid6
δηλωσαμένων,lsj.n24342,forms.5033021200,verbstems.n24342,ptcplinfl.owaormid7
δηλωσαμένοις,lsj.n24342,forms.5033021300,verbstems.n24342,ptcplinfl.owaormid8
δηλωσαμένους,lsj.n24342,forms.5033021400,verbstems.n24342,ptcplinfl.owaormid9
δηλωσάμενον,lsj.n24342,forms.5013023100,verbstems.n24342,ptcplinfl.owaormid11
δηλωσαμένου,lsj.n24342,forms.5013023200,verbstems.n24342,ptcplinfl.owaormid12
δηλωσαμένῳ,lsj.n24342,forms.5013023300,verbstems.n24342,ptcplinfl.owaormid13
δηλωσάμενον,lsj.n24342,forms.5013023400,verbstems.n24342,ptcplinfl.owaormid14
δηλωσάμενα,lsj.n24342,forms.5033023100,verbstems.n24342,ptcplinfl.owaormid16
δηλωσαμένων,lsj.n24342,forms.5033023200,verbstems.n24342,ptcplinfl.owaormid17
δηλωσαμένοις,lsj.n24342,forms.5033023300,verbstems.n24342,ptcplinfl.owaormid18
δηλωσάμενα,lsj.n24342,forms.5033023400,verbstems.n24342,ptcplinfl.owaormid19
δηλωσαμένη,lsj.n24342,forms.5013022100,verbstems.n24342,ptcplinfl.owaormid20
δηλωσαμένης,lsj.n24342,forms.5013022200,verbstems.n24342,ptcplinfl.owaormid21
δηλωσαμένῃ,lsj.n24342,forms.5013022300,verbstems.n24342,ptcplinfl.owaormid22
δηλωσαμένην,lsj.n24342,forms.5013022400,verbstems.n24342,ptcplinfl.owaormid23
δηλωσάμεναι,lsj.n24342,forms.5033022100,verbstems.n24342,ptcplinfl.owaormid24
δηλωσαμένων,lsj.n24342,forms.5033022200,verbstems.n24342,ptcplinfl.owaormid25
δηλωσαμέναις,lsj.n24342,forms.5033022300,verbstems.n24342,ptcplinfl.owaormid26
δηλωσαμένας,lsj.n24342,forms.5033022400,verbstems.n24342,ptcplinfl.owaormid27
δηλωθεῖς,lsj.n24342,forms.5013031100,verbstems.n24342,ptcplinfl.owaorpass1p
δηλωθέντος,lsj.n24342,forms.5013031200,verbstems.n24342,ptcplinfl.owaorpass2p
δηλωθέντι,lsj.n24342,forms.5013031300,verbstems.n24342,ptcplinfl.owaorpass3p
δηλωθέντα,lsj.n24342,forms.5013031400,verbstems.n24342,ptcplinfl.owaorpass4p
δηλωθέντες,lsj.n24342,forms.5033031100,verbstems.n24342,ptcplinfl.owaorpass6p
δηλωθέντων,lsj.n24342,forms.5033031200,verbstems.n24342,ptcplinfl.owaorpass7p
δηλωθεῖσι,lsj.n24342,forms.5033031300,verbstems.n24342,ptcplinfl.owaorpass8p
δηλωθεῖσιν,lsj.n24342,forms.5033031300,verbstems.n24342,ptcplinfl.owaorpass8pa
δηλωθέντας,lsj.n24342,forms.5033031400,verbstems.n24342,ptcplinfl.owaorpass9p
δηλωθέν,lsj.n24342,forms.5013033100,verbstems.n24342,ptcplinfl.owaorpass11
δηλωθέντος,lsj.n24342,forms.5013033200,verbstems.n24342,ptcplinfl.owaorpass12
δηλωθέντι,lsj.n24342,forms.5013033300,verbstems.n24342,ptcplinfl.owaorpass13
δηλωθέν,lsj.n24342,forms.5013033400,verbstems.n24342,ptcplinfl.owaorpass14
δηλωθέντα,lsj.n24342,forms.5033033100,verbstems.n24342,ptcplinfl.owaorpass16
δηλωθέντων,lsj.n24342,forms.5033033200,verbstems.n24342,ptcplinfl.owaorpass17
δηλωθεῖσι,lsj.n24342,forms.5033033300,verbstems.n24342,ptcplinfl.owaorpass18
δηλωθεῖσιν,lsj.n24342,forms.5033033300,verbstems.n24342,ptcplinfl.owaorpass18a
δηλωθέντα,lsj.n24342,forms.5033033400,verbstems.n24342,ptcplinfl.owaorpass19
δηλωθεῖσα,lsj.n24342,forms.5013032100,verbstems.n24342,ptcplinfl.owaorpass21
δηλωθείσης,lsj.n24342,forms.5013032200,verbstems.n24342,ptcplinfl.owaorpass22
δηλωθείσῃ,lsj.n24342,forms.5013032300,verbstems.n24342,ptcplinfl.owaorpass23
δηλωθεῖσαν,lsj.n24342,forms.5013032400,verbstems.n24342,ptcplinfl.owaorpass24
δηλωθεῖσαι,lsj.n24342,forms.5033032100,verbstems.n24342,ptcplinfl.owaorpass26
δηλωθείσων,lsj.n24342,forms.5033032200,verbstems.n24342,ptcplinfl.owaorpass27
δηλωθεῖσι,lsj.n24342,forms.5033032300,verbstems.n24342,ptcplinfl.owaorpass28
δηλωθεῖσιν,lsj.n24342,forms.5033032300,verbstems.n24342,ptcplinfl.owaorpass28a
δηλώθεισας,lsj.n24342,forms.5033032400,verbstems.n24342,ptcplinfl.owaorpass29
δηλώσων,lsj.n24342,forms.5016011100,verbstems.n24342,ptcplinfl.owfutact1
δηλώσοντος,lsj.n24342,forms.5016011200,verbstems.n24342,ptcplinfl.owfutact2
δηλώσοντι,lsj.n24342,forms.5016011300,verbstems.n24342,ptcplinfl.owfutact3
δηλώσοντα,lsj.n24342,forms.5016011400,verbstems.n24342,ptcplinfl.owfutact4
δηλώσοντες,lsj.n24342,forms.5036011100,verbstems.n24342,ptcplinfl.owfutact6
δηλωσόντων,lsj.n24342,forms.5036011200,verbstems.n24342,ptcplinfl.owfutact7
δηλωσόντοις,lsj.n24342,forms.5036011300,verbstems.n24342,ptcplinfl.owfutact8
δηλώσοντας,lsj.n24342,forms.5036011400,verbstems.n24342,ptcplinfl.owfutact9
δήλωσον,lsj.n24342,forms.5016013100,verbstems.n24342,ptcplinfl.owfutact1n
δηλώσοντος,lsj.n24342,forms.5016013200,verbstems.n24342,ptcplinfl.owfutact2n
δηλώσοντι,lsj.n24342,forms.5016013300,verbstems.n24342,ptcplinfl.owfutact3n
δήλωσον,lsj.n24342,forms.5016013400,verbstems.n24342,ptcplinfl.owfutact4n
δηλώσοντα,lsj.n24342,forms.5036013100,verbstems.n24342,ptcplinfl.owfutact6n
δηλωσόντων,lsj.n24342,forms.5036013200,verbstems.n24342,ptcplinfl.owfutact7n
δηλωσόντοις,lsj.n24342,forms.5036013300,verbstems.n24342,ptcplinfl.owfutact8n
δηλώσοντα,lsj.n24342,forms.5036013400,verbstems.n24342,ptcplinfl.owfutact9n
δηλώσουσα,lsj.n24342,forms.5016012100,verbstems.n24342,ptcplinfl.owfutact1f
δηλωσούσης,lsj.n24342,forms.5016012200,verbstems.n24342,ptcplinfl.owfutact2f
δηλωσούσῃ,lsj.n24342,forms.5016012300,verbstems.n24342,ptcplinfl.owfutact3f
δηλώσουσαν,lsj.n24342,forms.5016012400,verbstems.n24342,ptcplinfl.owfutact4f
δηλώσουσαι,lsj.n24342,forms.5036012100,verbstems.n24342,ptcplinfl.owfutact6f
δηλωσούσων,lsj.n24342,forms.5036012200,verbstems.n24342,ptcplinfl.owfutact7f
δηλωσούσαις,lsj.n24342,forms.5036012300,verbstems.n24342,ptcplinfl.owfutact8f
δηλωσούσας,lsj.n24342,forms.5036012400,verbstems.n24342,ptcplinfl.owfutact9f
δηλωσόμενος,lsj.n24342,forms.5016021100,verbstems.n24342,ptcplinfl.owfut1
δηλωσομένου,lsj.n24342,forms.5016021200,verbstems.n24342,ptcplinfl.owfut2
δηλωσομένῳ,lsj.n24342,forms.5016021300,verbstems.n24342,ptcplinfl.owfut3
